id,creation_mode,error,dem_fp,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
WGAT7VSKWK,inicialization,0.2129037701393418,0.03131917831044251,1.0,31,20,-1,0.1,100,1.0
JGZWK1Y35O,inicialization,0.2591777371423303,0.003560079502987319,1.0,31,20,-1,0.01,100,1.0
LT7QDUHWLZ,inicialization,0.21359580162796832,0.04293667134798029,0.9564026261285058,55,24,11,0.10315647592365228,143,0.44027348183876014
S7H0WSQIH9,inicialization,0.23520023122680844,0.029435743019685316,0.48109102884149757,49,35,17,0.1205750213990532,52,0.27215836482639516
DLU126KCEE,inicialization,0.22734003849373874,0.026784651638856488,0.35563248821611204,61,12,6,0.18526622220302638,112,0.17455769164180268
HG5K1VFPCS,inicialization,0.21561783670948875,0.03165688748184999,0.8811229483675052,16,7,7,0.14303681350490682,200,0.29003633883228497
RRH5784AKJ,inicialization,0.2138947216935656,0.03565881554830878,0.7608200550830996,37,4,13,0.17132348764793143,178,0.7754587867245144
WWXAMUYVGO,inicialization,0.25044214029051604,0.0173273071338459,0.24449154930895456,57,33,3,0.13543733437920755,82,0.9652511643741197
C9FWFU2244,inicialization,0.2740041623799333,0.013478612744281263,0.17257487382811,2,26,4,0.18644200276959152,159,0.2672562078496271
PEBXNYC0F8,inicialization,0.24668543657333575,0.017746840113303665,0.4512537492205472,46,30,9,0.02460207528729063,107,0.9533287249167984
W38GLAG78E,inicialization,0.24130272602739933,0.030561936159577256,0.6739044638272571,31,18,17,0.06337561455016444,120,0.1852257664889248
6L8QNYWSVB,inicialization,0.22187777028151756,0.025515638761276813,0.9129577602195361,15,20,17,0.08760777403099738,119,0.47685658612787385
UUEAPET1Y4,inicialization,0.2169351251555357,0.055229582728333046,0.8735212644405275,50,29,13,0.12916571887107658,165,0.8876491146528084
CE4A4Y4I2L,inicialization,0.25382703553701125,0.011779652948037414,0.27485387271591555,28,6,6,0.04474068658928513,92,0.4608472596026827
DK7CZHC3DC,inicialization,0.3225243073275431,0.015065994620456545,0.31480631576934204,30,14,7,0.04390939805133435,158,0.10262633084855877
932SNU88QX,inicialization,0.2165420985942449,0.03259860512722858,0.7498837477434325,60,8,9,0.07599435962782079,97,0.6089516935378635
NWSG4V3YKL,inicialization,0.21661847941884005,0.037389017162171814,0.8023829469815159,23,17,4,0.17443803963225066,180,0.26378462460440144
YZS0MDIV6N,inicialization,0.27265805405315646,0.012373247482802129,0.1064679753230503,37,22,3,0.06461814925440755,128,0.2112023947817374
FUCMN5MGK6,inicialization,0.21279935848927578,0.03771631239437291,0.455430199486197,54,33,17,0.12203841934685336,163,0.595056881348715
K68RF9OMIM,inicialization,0.25747665048732993,0.012106948180238511,0.28966511666851724,3,9,16,0.185414829916124,115,0.8954225429448953
MVZRAE8167,inicialization,0.22686301582359225,0.030469698412320584,0.7761694479366709,58,3,12,0.026927185140244156,177,0.5777044856180277
AHZVJJ6T57,inicialization,0.22456411527446762,0.025167515650662928,0.7691067617061562,12,11,11,0.1515091360983696,197,0.15925875895606512
6TIX4KNZYJ,inicialization,0.2688687471932687,0.013304551188974313,0.4149183141500973,18,32,5,0.07998115238078995,52,0.2969952262677601
268IOBZPHI,inicialization,0.253657585559929,0.014686629692223462,0.34096679211987635,56,28,6,0.06934436579551441,64,0.584544402877446
M8LOIQOD0O,inicialization,0.22372019759118345,0.02671324177001262,0.21296491300407483,49,19,10,0.06385969076961368,93,0.5618538824521933
1F0QBZOMV0,inicialization,0.2124042765866061,0.046263181071624096,0.27672194321675025,31,33,11,0.1735467976704322,188,0.5860438832551885
V1U8MSQ9WJ,inicialization,0.22067293513971764,0.03183094903715694,0.2013728057534926,51,36,8,0.06408342071122788,194,0.35268685697352353
YJK61SD9PW,inicialization,0.25875453101649126,0.015955642569803148,0.8594030798352024,57,32,4,0.030730601894070536,196,0.26764655716275254
E3KJ103XIO,inicialization,0.22246002547623722,0.02602740948799124,0.3330455036175394,54,39,3,0.1563350128271809,161,0.36593332795067535
RSVLQUOXIK,inicialization,0.2189793745545876,0.03328443740924996,0.4456124112712966,27,8,5,0.1628775237734515,98,0.3554753226365156
L036XRAZMZ,inicialization,0.21420384754946353,0.05240442979219728,0.018792348710375828,54,23,14,0.14742759235568262,185,0.8750267854463469
7MMTICQS2S,inicialization,0.211937117972967,0.04240407274285306,0.08932880895066508,46,9,8,0.19026968596802107,198,0.5899157964887046
377SHAJ9V6,inicialization,0.25029826523740306,0.013386374997024594,0.32404531159444294,47,31,5,0.10625217182277542,55,0.2811666670364489
JSUH9KROIC,inicialization,0.21404312362207834,0.03174912522910666,0.7451574418602248,50,20,9,0.06682235502232879,148,0.49716425600831493
FEIKRBF1MT,inicialization,0.21745833137957327,0.03294672823784246,0.6110711967716936,62,11,12,0.08838393167359668,108,0.3638890221713279
VU8ZVY4KJC,inicialization,0.25229989704853817,0.014850277308324007,0.03344446154307368,36,31,12,0.013829751081844551,166,0.49274040506390937
FE5NI9C61D,inicialization,0.28511974307010457,0.006047523267715599,0.16610166579476082,32,6,4,0.01959217906136771,71,0.6338052585032823
XVNAQ79EFO,inicialization,0.21552730844289492,0.034819749589393253,0.5351902712117612,17,38,12,0.1345180285748935,92,0.8347773549925113
Y004OXJH5X,inicialization,0.3327387126504142,0.013509854561900455,0.4156843821106999,2,34,9,0.08580111232926294,68,0.8918497474006873
A9PXQFT4U4,inicialization,0.3145818937886877,0.011779652948037414,0.976468380322597,48,9,2,0.022668015723100128,116,0.32961272671883457
ZZMOQHJ3V3,inicialization,0.24597584783361603,0.014850277308324007,0.9353305436467768,35,21,15,0.015244938466500988,191,0.41489601881220284
WLY4T66EZ1,inicialization,0.23709807761362023,0.018176787031967817,0.9306671835243726,8,31,4,0.08751571181438095,133,0.867140931544951
OR9SFYSSOK,inicialization,0.2325286043664816,0.018770381566732525,0.0672785740172992,10,21,8,0.11472038267342612,81,0.405271905292647
2ENB2FBYCE,inicialization,0.2341720139518072,0.022189129037633003,0.3948818537678692,51,23,5,0.10103245497280465,107,0.20159563004138575
