id,creation_mode,error,dem_fp,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
J33LZW16H8,inicialization,0.21849617478332106,0.017832521147864086,1.0,31,20,-1,0.1,100,1.0
HF3QDNVOTN,inicialization,0.26709446603918785,0.0010775472647465145,1.0,31,20,-1,0.01,100,1.0
LJMWX0NZ39,inicialization,0.21596159825289085,0.013081722630090983,0.27577879206204436,50,16,16,0.13130665185732934,77,0.6424859423634749
JKMKBP2YI9,inicialization,0.22757881963302773,0.012144906304468087,0.7568616268673837,5,11,12,0.18640923854970542,157,0.7207847008953773
V7V8X4ZDGT,inicialization,0.21319354394871015,0.015430365636354033,0.6515067326609668,17,34,17,0.14580129156344854,165,0.5622210750058133
5QJDUKDRHD,inicialization,0.21326515497369725,0.021305274248114556,0.7820746719491745,55,36,10,0.05112759570522455,171,0.7545090400531298
WV3AH4M7HN,inicialization,0.22219426590420865,0.016581231982964954,0.04394281200949124,45,6,13,0.03878432592386031,197,0.6790890032726516
8C2KD4DMPK,inicialization,0.2807972977117874,0.0056744104589844,0.0943398478556513,10,26,4,0.022692081336931264,192,0.46181946868576607
8142V37MQ0,inicialization,0.21746259891456554,0.015249674060195312,0.14533077051074172,15,18,17,0.1235966111802128,197,0.46070690053622576
QGMODYRART,inicialization,0.25724120290626673,0.01193745847568586,0.03774654818109302,4,33,7,0.08650444538780064,148,0.297702919454738
BFWU2CLFBW,inicialization,0.22297108732070814,0.014520305563354638,0.845998993521549,35,8,13,0.13965095780558745,52,0.3878077831611989
ZLYY2MNK9R,inicialization,0.21613550916850544,0.024122325417189047,0.07317223865851641,29,30,9,0.17260217972870026,126,0.6863218066894763
IHODZ31WFE,inicialization,0.2853873875768902,0.0011043035173700227,0.04666225543471203,28,3,4,0.030182127884907782,63,0.6627840303302825
G9JI9JKWYG,inicialization,0.21456466991490075,0.025507395845205696,0.6457319098243018,31,14,13,0.17849418512705473,121,0.8509148586792934
OWOCAO6H9F,inicialization,0.25913863300949735,0.013610245490355239,0.12500202260471083,40,4,10,0.1070183821075998,81,0.14276366501865823
6QB77GLCO3,inicialization,0.39935418421724356,0.002629757400709979,0.9865162424356801,3,10,16,0.0328194989948355,95,0.37576345633311325
2MUFKVJM1F,inicialization,0.2623893428889922,0.004838016951649711,0.08758383479040988,38,14,4,0.031045116143637135,190,0.9145094961996333
N7K4C82WAF,inicialization,0.28439482878989963,0.0084980638202647,0.49717385367110556,28,16,5,0.044271011493701384,90,0.29576508147682046
SZZQVBRP7L,inicialization,0.22671013661026984,0.016373784154182735,0.05247007803609127,27,29,4,0.15962608126642816,121,0.292483015331994
7PZB3VCQ5D,inicialization,0.22138737791236507,0.01968599973869218,0.7905957927872481,23,37,6,0.12049204071602838,136,0.7488610070692108
S8ZXUKILV5,inicialization,0.4157026457301345,0.0027100261585804863,0.7738113880136586,39,11,10,0.028546796223635047,82,0.16932065428112947
FBR4OV0CR4,inicialization,0.2623058697198106,0.00935461138801709,0.34415402777089477,23,29,3,0.0646946198021604,142,0.2424382763875919
TOZ1CARF8G,inicialization,0.21360981726770856,0.01522291780757181,0.823990544644493,19,18,17,0.11127057934394959,161,0.6629632815544216
C5TLFF5N7F,inicialization,0.22227896397379443,0.02153947832952028,0.3388423518250362,45,40,10,0.0851412286835046,195,0.2597395802038759
1PF2XAS1A2,inicialization,0.21743914940039832,0.019398283152039453,0.8205213376727458,38,33,15,0.10294841632892139,157,0.8619846745379126
I4JNSYABZH,inicialization,0.21508878605518,0.018354441815922544,0.770667334194122,60,32,11,0.05615548325457478,192,0.9131639040049178
P4L0TS7YYY,inicialization,0.2150368244148877,0.024383285751218273,0.5753080301815531,49,20,11,0.19916792800835442,71,0.5590787594936382
DB61YYOBHE,inicialization,0.22047216738976083,0.01879609372611049,0.22340082876452327,25,14,14,0.17997510438396416,122,0.6521099789244394
9XWW0RE1OY,inicialization,0.22057626704583722,0.008852149812775732,0.00041076757644975537,61,3,8,0.16893325630429315,149,0.5322255132394107
Q2I5WSAEZH,inicialization,0.2780416834044679,0.0035332152815035767,0.5218850656991717,26,10,5,0.019435199927788135,156,0.5748982610453973
2WBWMVPS7S,inicialization,0.21533275039330535,0.01284751854868526,0.31533907089258917,21,14,4,0.13676826357102798,193,0.980253922617357
OOPVJZ43JZ,inicialization,0.2265003002812881,0.014547061815978143,0.3526621063011698,12,26,12,0.05364672389587982,200,0.3558681141582266
5T9RVBYY91,inicialization,0.21505207466270615,0.017805764895240585,0.48196187494460396,19,18,14,0.14487375125115387,199,0.7550958978177208
VRWX1HLIHF,inicialization,0.21759488199303068,0.014466793058107628,0.46685170498390327,14,4,13,0.11463022211027486,118,0.674832961954738
TEZGV523S9,inicialization,0.24535157656489648,0.01008397988485777,0.7294618604220199,55,24,14,0.038196545341736166,54,0.5085309804525695
FUBC89G7GF,inicialization,0.245923610704475,0.020736443267014893,0.8925029884826828,50,30,16,0.0654383533501655,142,0.12005431660114489
LD0D89VQ5F,inicialization,0.2262725477089902,0.01629351539631222,0.0518269679574882,61,30,10,0.13682654640349637,88,0.30950395577721246
C9ZAGRLYAL,inicialization,0.25580098138119245,0.008518217880682404,0.8095996038291139,12,36,11,0.06904473559306508,61,0.6669547033160421
D9VGSMGZVD,inicialization,0.21958549284768136,0.018535133392081266,0.9034468259224551,26,35,10,0.139946620754232,168,0.7311396955225994
OVT9KE93YH,inicialization,0.21462481457917393,0.01629351539631222,0.005603336051709484,22,30,18,0.060843383566048605,187,0.8794088001750198
769K3DKGBX,inicialization,0.2947673443308225,0.006196331127042858,0.5609803489488171,3,22,13,0.1297729169587756,59,0.3003592747841146
N2GH3C5K13,inicialization,0.21937977548745002,0.019010143747098508,0.44411144179597295,27,24,13,0.1387889102412166,60,0.4338365476400633
MG8NE7BVMD,inicialization,0.21686082827896203,0.018876362483981002,0.6044659495300279,55,21,10,0.18962434655025465,89,0.4173871244033982
XFFCUL4A5R,inicialization,0.22098617964560485,0.014988713726166086,0.09657948212668488,43,3,8,0.11103478507793595,145,0.35382183684714896
JG2PA9GUA1,inicialization,0.2308478680035152,0.01579835098087727,0.18494921689679356,43,31,6,0.1219524247739605,90,0.38342312444319093
BLSWSQ5ZXI,inicialization,0.22678578062633592,0.02490520641927673,0.5093888795423406,62,11,7,0.17921099022537598,123,0.6814658257532594
GALJ8LECPG,inicialization,0.22380474024608632,0.02195437398708472,0.9162175627234704,56,28,10,0.15176460970307915,193,0.3543870240921495
5IYZ7GBNT0,inicialization,0.24162648032830902,0.011101064968351178,0.8289466810747534,6,17,5,0.15227669643270889,74,0.9161390734537559
UTKU03H25Z,inicialization,0.23624640973545818,0.011101064968351178,0.8504950360574803,12,20,16,0.07568881428714157,81,0.47867051688475704
